Frame#,Time,Front.Head,,,Top.Head,,,Rear.Head,,,L.Shoulder,,,R.Shoulder,,,L.Elbow,,,R.Elbow,,,L.Wrist,,,R.Wrist,,,L.ASIS,,,R.ASIS,,,Sacral,,,L.Knee,,,R.Knee,,,L.Ankle,,,R.Ankle,,,L.Toe,,,R.Toe,,,L.Heel,,,R.Heel,,,R.Thigh,,,R.Scapula,,,R.Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,15.158,699.11884,-227.27327,1744.94922,617.27094,-348.39441,1756.0332,601.67065,-371.94724,1659.2522,474.33435,-169.2337,1427.69421,828.19092,-408.71188,1450.75842,390.58893,-193.48477,1219.41492,812.95367,-561.62598,1251.22046,591.25323,-93.78089,1201.47119,847.11914,-359.37656,1179.63293,569.953,-216.2662,998.86725,745.04333,-331.01971,999.50879,554.65192,-434.81277,1041.69678,495.84909,-190.5294,510.03922,844.24316,-394.85068,551.89771,383.22394,-305.42596,147.54829,889.42383,-448.79907,128.31616,476.03934,-189.11566,-40.44091,1035.31824,-284.6857,-12.85918,354.42065,-416.70398,121.10148,805.52856,-473.73975,82.1909,827.89429,-337.52368,758.76672,688.69745,-463.89233,1422.91699,725.77454,-351.07214,1661.50903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,15.167,699.95276,-227.29274,1748.63135,617.42432,-348.25504,1760.24963,601.65088,-371.96747,1663.45911,475.00815,-169.12546,1432.84766,828.43481,-408.5282,1455.49573,390.06015,-194.17479,1224.32349,813.56079,-562.13416,1256.1842,590.53967,-92.89378,1205.1571,845.80316,-359.69632,1183.646,570.88,-217.33983,1003.45306,744.26849,-332.81982,1004.2619,552.32025,-433.71436,1049.00134,500.36966,-188.91513,514.12659,843.77283,-396.18704,555.75641,388.84134,-306.03122,151.76158,881.61884,-453.42487,131.75447,473.97443,-185.1891,-41.39352,1032.84216,-293.76721,-7.79482,366.06992,-419.01001,124.95657,796.94806,-476.41418,84.40337,828.22388,-342.01303,764.24274,689.05719,-462.96033,1428.87878,725.87885,-351.43469,1665.29407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,15.175,700.30713,-227.494,1752.12268,617.90027,-347.93051,1763.58484,601.867,-371.72903,1666.85388,474.82919,-168.80147,1437.03174,827.90857,-408.17041,1459.32385,389.21567,-194.62898,1228.28394,814.61194,-563.09973,1259.75903,590.17438,-93.02003,1207.68823,845.70715,-360.59973,1187.50269,571.80475,-218.55156,1007.21613,743.75854,-334.95486,1008.07062,550.31415,-433.13968,1054.96741,505.9614,-187.22977,518.23633,843.33386,-397.02609,558.6795,396.51248,-307.23788,155.53499,872.22809,-459.33899,133.91641,474.00864,-179.36172,-36.83785,1029.88782,-303.55371,-2.54281,377.35202,-421.74448,127.12284,786.88977,-479.96548,85.48862,827.08795,-346.59628,769.04187,689.35284,-461.97501,1433.85181,725.94409,-351.76169,1668.83154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,15.183,700.48511,-227.4594,1754.88416,618.6925,-347.87488,1766.47449,601.77191,-371.9389,1669.82642,475.39346,-168.83846,1439.63977,827.71149,-408.16086,1462.1106,387.98892,-195.33681,1231.30017,814.95306,-563.95178,1262.26086,588.38049,-92.14172,1209.13098,845.11993,-360.58383,1190.58301,572.69067,-219.22034,1010.08167,743.89136,-336.67056,1010.92487,549.32971,-432.77594,1060.06165,512.66846,-184.30698,521.42303,842.22192,-397.41071,560.0802,404.13495,-308.28345,158.30681,861.81281,-464.54932,135.89861,477.30124,-173.70012,-28.73076,1025.4032,-313.71835,2.26681,388.39456,-423.63168,127.31074,775.64697,-484.63297,85.9967,826.71069,-349.7627,773.22876,689.67249,-460.83981,1436.72351,726.16754,-352.0863,1671.34058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,15.192,700.62543,-227.47769,1756.99524,618.51038,-348.02454,1768.42371,602.10492,-371.67249,1671.74683,474.98834,-168.31302,1441.54651,828.02112,-408.3754,1463.61694,386.8111,-196.71347,1233.69922,816.00232,-564.70648,1264.09314,586.60956,-91.88821,1209.64172,844.75873,-360.99844,1192.82556,574.43127,-219.97681,1012.10559,743.76776,-338.556,1013.12152,546.3338,-430.72485,1064.9812,518.51807,-182.85283,523.76874,839.33344,-399.3725,560.51318,412.1243,-307.86572,160.50528,851.02081,-469.90649,137.7337,484.61005,-165.78297,-20.42476,1020.40558,-325.52725,7.84873,398.28558,-424.07971,125.79392,763.53308,-489.16882,85.47727,825.42871,-352.88416,776.37506,689.64026,-461.06757,1438.65161,726.01788,-352.22034,1673.2677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,15.2,701.1297,-227.6591,1758.34375,618.6958,-348.27158,1769.94055,602.38477,-371.73279,1673.09363,474.49149,-167.68352,1441.8728,828.2735,-408.3634,1464.55884,385.57135,-197.94397,1234.95691,816.36176,-565.15253,1264.54578,585.96594,-92.17907,1208.55359,844.42261,-360.60193,1193.81665,574.6499,-220.36624,1014.02417,745.06433,-339.59247,1015.53973,545.47504,-430.74667,1067.53564,523.86591,-181.99637,526.15607,836.1095,-401.86749,560.27325,421.79739,-307.24426,160.60872,838.90436,-474.95761,138.218,495.44318,-159.42795,-14.16898,1013.14832,-336.20911,13.01524,408.0014,-423.06369,121.62153,750.31647,-494.41647,84.80019,824.95416,-355.16516,777.85187,689.47333,-461.30701,1439.52795,726.58929,-352.39349,1674.68665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,15.208,700.66699,-227.57298,1759.42639,619.08521,-348.39551,1770.51636,602.55725,-371.51923,1673.80652,474.25266,-167.26323,1441.31104,828.46246,-408.81165,1464.50061,383.90417,-199.24803,1235.66797,817.09601,-565.04382,1264.66675,583.64001,-92.23611,1207.23792,845.0542,-360.20975,1194.14636,575.57269,-220.73248,1014.97559,745.7948,-341.28793,1016.81201,543.68292,-429.55496,1069.89001,529.90942,-183.10011,527.1106,831.73535,-403.61362,560.47485,431.78375,-305.47153,159.33044,826.2547,-479.98721,139.05934,512.75983,-155.54117,-8.6252,1004.41492,-346.51181,17.43318,416.40277,-420.07703,116.72537,736.75494,-498.98871,84.33278,824.20398,-358.01779,779.16699,689.76959,-462.27438,1440.04089,726.62933,-352.19434,1675.3291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,15.217,702.50989,-228.19398,1760.31677,619.05383,-348.34412,1770.83997,602.63098,-371.38443,1673.9624,473.48813,-166.59036,1440.47388,828.93933,-409.12851,1463.71973,383.24921,-201.08339,1235.56116,817.76086,-564.80475,1263.78772,582.02838,-92.01064,1204.63049,845.47418,-359.74011,1194.0343,576.65771,-221.18503,1015.46265,745.87756,-342.09418,1017.3526,541.96912,-428.62552,1070.87573,534.81232,-184.19861,527.61169,826.7569,-405.96103,560.44647,442.62518,-302.65854,156.64902,813.17621,-485.23547,139.0145,530.90411,-148.93617,-3.67603,993.72815,-355.21033,20.14841,425.19443,-416.22595,110.22182,725.48584,-502.81134,80.0889,823.487,-360.20422,778.67517,689.72516,-462.61249,1439.48352,727.00922,-352.02115,1675.5647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,15.225,702.60083,-228.1991,1760.35437,619.72797,-348.56378,1770.42664,603.336,-371.15994,1673.47314,473.35486,-166.27293,1438.92261,829.1983,-409.09576,1462.77258,382.30573,-203.25215,1235.14453,818.73987,-563.85437,1262.29688,580.55396,-92.51029,1201.6554,846.13867,-359.37289,1193.1427,577.61578,-221.34213,1015.23889,746.07697,-343.121,1017.19104,541.53986,-428.40436,1070.86279,540.01251,-186.87305,527.06775,822.23181,-407.81918,560.30176,453.61768,-299.00528,153.07796,799.71613,-490.08203,138.57748,551.83673,-145.08441,-1.51272,981.8045,-363.69434,21.70807,434.77524,-410.8183,103.44815,710.4234,-507.64255,79.08363,823.37549,-362.61429,777.44586,689.64056,-463.00879,1438.84705,727.50195,-352.0542,1675.27136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,15.233,703.06287,-228.14487,1759.49487,620.23065,-348.59015,1769.78967,603.53607,-370.76819,1672.54553,473.13892,-166.65968,1436.87231,829.91052,-409.40567,1460.9552,382.25455,-205.04803,1233.73474,819.48218,-562.78589,1260.18384,578.9397,-92.938,1197.86426,847.02429,-357.40137,1191.1189,578.68152,-221.30928,1014.41815,746.63196,-344.13562,1016.88922,540.07471,-426.86066,1070.23047,545.88269,-189.5425,525.65363,816.08618,-408.27264,557.94562,465.43649,-294.28268,148.17595,784.21417,-494.79697,137.62935,572.87628,-142.55431,-5.01809,966.99042,-370.47086,19.80514,445.03238,-404.33646,97.34637,694.58899,-513.97675,78.81917,823.42102,-363.95844,775.58643,689.98639,-463.59262,1437.78943,727.70929,-351.80228,1674.56946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,15.242,702.79291,-227.85451,1758.25623,619.84595,-348.6712,1768.42188,603.54724,-370.79785,1671.50977,472.10654,-167.25177,1435.25647,830.82208,-409.16098,1458.60779,381.0553,-207.17892,1231.99658,820.42743,-561.10608,1257.50061,577.55939,-93.78358,1194.41992,848.3924,-356.62109,1188.10974,579.17944,-221.51086,1012.89441,746.71326,-344.77362,1015.37164,539.09985,-426.72641,1068.68115,552.54791,-192.77747,523.25421,811.68976,-409.12131,555.05811,478.34076,-288.50336,142.13669,769.78363,-500.36469,136.36646,594.21344,-141.60797,-12.86373,949.63812,-375.46457,15.8239,456.604,-397.19742,92.89091,679.33258,-519.13007,78.28745,823.43573,-366.09521,771.59491,690.43378,-464.25339,1436.22461,728.04987,-351.53271,1673.15149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,15.25,703.2431,-227.69516,1756.3689,620.47961,-348.22336,1766.59192,603.45007,-370.63687,1669.60913,471.76535,-167.87236,1432.8479,831.12488,-408.96375,1455.77917,380.83179,-208.63896,1229.83105,821.20447,-559.56427,1254.03748,574.63239,-93.90173,1190.2467,849.1015,-355.13422,1184.73242,579.94678,-221.36092,1011.08148,746.73328,-345.46286,1013.61273,538.44708,-426.53464,1065.91614,559.133,-195.90067,520.95764,807.33997,-409.72095,550.71283,491.14551,-282.2457,135.8177,756.24658,-505.97617,134.054,616.88733,-142.18037,-21.35883,931.52124,-381.00177,7.24363,468.40988,-390.38028,88.35651,664.21405,-525.04877,78.65842,822.53082,-369.1875,767.27313,690.56415,-464.63187,1433.76855,728.12579,-351.47244,1671.37634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,15.258,703.22034,-227.40474,1753.46863,620.73779,-347.90448,1763.74707,603.95361,-370.42191,1667.3103,470.87173,-169.14108,1430.3623,830.888,-408.53079,1452.70056,380.79749,-210.86195,1226.8772,822.58862,-558.17731,1250.26001,572.42828,-94.68533,1185.86694,850.82599,-353.67416,1181.11316,580.13531,-220.9726,1008.51868,746.6712,-345.55002,1010.92279,537.31177,-426.24689,1061.8894,566.72906,-198.44081,518.36401,801.67108,-409.96924,544.82037,505.31625,-276.18335,129.39137,741.96527,-511.84686,131.36729,642.38287,-144.36758,-30.27882,911.26971,-387.2493,-5.29591,480.64935,-382.6268,83.12845,647.85846,-530.81799,81.3917,819.69891,-370.95407,761.98492,691.25415,-465.15622,1430.91882,728.08295,-351.06107,1668.68091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,15.267,703.2572,-227.17006,1750.25928,621.18323,-347.43396,1760.90588,604.02423,-370.19391,1664.1178,470.39453,-171.00333,1426.83179,831.02704,-407.98999,1448.62671,379.31604,-212.72214,1224.0238,823.51917,-556.10284,1245.2771,570.52686,-95.58444,1181.0282,852.71558,-351.45651,1176.87451,580.69153,-220.6958,1004.98419,746.88214,-346.24844,1006.90747,537.04938,-427.22769,1057.17371,574.36389,-198.74763,515.83246,799.01324,-411.97379,540.00824,521.44568,-270.34088,122.61658,728.26746,-517.51819,128.12276,661.73444,-145.46042,-32.97653,889.78632,-394.36807,-22.03921,495.14621,-377.4736,80.02029,633.7702,-536.6275,83.10713,817.45905,-372.06769,755.83099,691.76721,-465.27228,1427.07898,728.58411,-350.64166,1665.54944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,15.275,702.9118,-226.42062,1745.73083,620.96686,-347.37125,1756.65295,603.77789,-370.29532,1660.16968,469.80206,-173.14714,1423.19617,831.28412,-407.29678,1444.15295,379.05774,-215.07906,1219.71448,824.96674,-554.48358,1240.50476,567.78674,-96.63224,1176.5907,853.97729,-349.61234,1172.5127,581.11993,-220.30396,1001.18817,747.33167,-346.74597,1002.60968,536.3028,-426.99197,1051.68457,581.05902,-199.21623,512.46954,794.21777,-414.26651,534.02991,537.42316,-267.37717,118.16177,713.88684,-523.79218,124.49178,671.42743,-143.33992,-35.79265,867.87921,-399.78223,-37.34873,511.18149,-377.0943,79.47106,620.00684,-541.78394,85.25759,814.84839,-372.1355,749.68365,692.39514,-465.46133,1422.61182,728.3927,-350.2215,1661.39368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,15.283,702.49915,-226.26869,1740.78882,620.68469,-346.96664,1751.82861,604.14471,-370.12134,1655.06738,468.35675,-175.63156,1418.5437,831.659,-406.89539,1439.12158,377.74805,-217.49794,1215.11255,826.66144,-552.87769,1235.14246,565.82465,-97.97836,1171.34729,855.65417,-347.68069,1168.92566,581.07172,-220.09514,996.40997,747.86591,-347.07458,996.78168,534.60028,-427.04944,1045.88318,587.3349,-199.17911,507.51077,789.34393,-417.25955,527.90955,548.41187,-270.84576,116.11526,700.06085,-530.28027,119.7387,671.565,-142.4272,-39.45144,851.36224,-405.51172,-26.37239,522.37598,-383.65009,80.57026,603.26294,-545.44855,77.6976,811.73621,-370.98782,742.42932,693.18433,-465.23776,1417.25977,728.38141,-350.16653,1656.54028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,15.292,701.81305,-225.94832,1735.49609,620.83344,-346.87585,1746.26904,604.02917,-369.95743,1649.69556,467.25961,-178.03362,1412.76941,831.80658,-405.62045,1433.00842,376.53735,-219.52235,1210.06677,828.37823,-551.33636,1229.4978,562.93121,-99.48294,1166.56042,857.4201,-346.21286,1165.27991,581.52838,-219.36523,990.54803,748.35675,-347.24747,989.8717,535.94122,-426.93719,1038.60291,593.70251,-196.66814,502.95071,784.66522,-420.9108,520.73627,547.22681,-280.10153,116.11961,680.04773,-534.80835,114.16948,669.81207,-143.75073,-34.7466,845.19592,-408.90778,-28.35268,524.18073,-391.15182,74.58396,586.07208,-551.54614,65.8709,809.70441,-369.52133,734.87445,692.56342,-466.32941,1411.50452,727.84369,-349.65302,1650.81104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,15.3,701.07391,-225.52211,1729.77002,620.5918,-347.45914,1740.2655,604.42371,-370.21393,1643.65479,466.03436,-181.61917,1406.15955,831.56378,-404.89481,1427.14111,374.16199,-221.5918,1205.01672,830.25519,-549.89587,1224.05725,559.91876,-100.36777,1162.00208,859.57965,-344.341,1162.81604,582.21136,-218.73341,984.56592,749.26923,-346.84653,982.76276,536.80414,-427.34186,1030.43555,602.01666,-193.18375,498.58374,779.547,-424.2012,513.54059,546.69122,-285.51123,114.15694,670.70819,-536.70453,109.6454,668.98169,-143.97774,-33.56913,842.03296,-409.92764,-25.12093,523.20233,-395.62515,67.93109,581.7113,-552.87543,57.22982,807.14331,-367.76459,726.43311,694.93274,-465.66653,1404.21399,728.04559,-348.83716,1645.07263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,15.308,701.08557,-225.32237,1724.70898,620.22247,-347.44519,1734.25488,604.05615,-369.86612,1636.99963,463.35486,-184.00691,1399.90625,832.58734,-404.08524,1421.46863,371.41574,-223.52063,1199.76245,831.81989,-548.51105,1219.20044,557.30188,-101.14634,1157.88708,860.94794,-342.94833,1160.85266,582.83746,-218.16782,977.27795,751.0011,-347.75101,974.95544,538.49603,-426.57727,1022.18976,610.77643,-190.01726,493.49231,773.13574,-428.53787,505.43729,546.20392,-286.52658,110.96311,671.76422,-537.22162,103.71357,669.39325,-143.73717,-34.48684,843.48889,-409.65143,-29.25385,522.10449,-396.45767,63.38226,580.11707,-553.19531,51.79313,803.75903,-366.7858,717.3454,695.80389,-466.61801,1397.30396,727.92194,-348.62686,1639.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,15.317,700.88293,-225.23224,1719.89478,619.75128,-348.3009,1728.99255,604.28552,-369.35934,1630.85229,461.57388,-186.69514,1393.19299,833.73425,-403.74689,1416.02563,368.63336,-225.20544,1195.27502,834.12592,-547.73083,1214.66626,554.11102,-102.22327,1154.21387,862.26862,-341.74481,1159.56323,582.9505,-217.53735,970.19562,752.10846,-347.78311,967.1239,538.08417,-428.03311,1014.32098,615.3913,-189.24826,488.37857,765.59845,-434.6048,499.38403,542.91345,-286.82205,107.27828,673.8175,-535.63391,97.85706,669.20624,-143.88515,-34.4053,844.18909,-409.96097,-31.88357,517.25897,-396.80688,57.74688,578.6861,-552.05121,48.4303,798.51062,-366.85236,707.99695,696.35187,-467.71036,1390.49841,728.26678,-347.78824,1633.80884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,15.325,700.51099,-225.20918,1716.86865,618.91418,-349.22815,1724.57556,604.50354,-369.31265,1625.19434,458.97327,-188.77002,1387.23279,834.72198,-403.33829,1411.2843,366.25195,-226.86411,1190.93005,836.17834,-546.92017,1211.1626,551.91931,-103.55761,1151.10718,864.08014,-340.87772,1159.19727,583.58478,-217.0518,962.23602,752.74677,-348.54547,959.3822,536.06366,-430.59354,1006.50275,612.3028,-189.06027,482.62265,759.04492,-442.29456,495.50751,536.93225,-285.3381,103.18322,670.50092,-534.93866,95.91293,668.91211,-144.09344,-34.19004,843.86096,-409.40015,-31.00583,509.98764,-395.76468,51.80825,576.17834,-551.76746,43.98592,793.65283,-367.04074,698.8717,696.30707,-468.8562,1383.4137,728.29871,-347.0802,1629.43616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,15.333,699.34747,-224.8721,1714.80212,618.64594,-349.42868,1721.89001,604.3703,-369.08545,1621.71912,457.07047,-190.53061,1382.12146,835.80414,-403.25293,1406.87146,363.7381,-228.4404,1188.19043,838.27533,-546.52942,1208.90552,549.46826,-104.17099,1148.87451,865.97046,-340.19705,1159.89795,584.02502,-217.14491,954.87915,753.33081,-349.24152,952.47321,534.52716,-433.04385,999.54095,603.59412,-190.13338,477.15616,753.82349,-446.26425,494.31982,530.80743,-282.96353,99.88129,665.06622,-535.27985,93.95461,668.9422,-144.35457,-33.45201,843.40515,-409.25928,-30.55447,502.76065,-393.20395,48.16668,573.86133,-552.45758,39.23809,789.27533,-367.94296,692.9317,697.00397,-469.88672,1377.63086,728.41577,-346.27084,1626.6145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,15.342,698.48395,-224.8347,1714.2887,618.39392,-349.371,1720.58154,604.57098,-368.7749,1620.81543,455.25897,-190.74205,1379.0835,836.89679,-402.37369,1404.16895,361.67307,-229.50017,1186.71899,839.71661,-546.01617,1207.98035,547.50391,-104.72433,1148.32727,866.75189,-339.52951,1161.823,582.60535,-217.79932,948.62323,753.49994,-349.63806,947.80573,534.8952,-434.89908,995.07312,593.93433,-191.87851,472.61365,753.18958,-445.59384,495.57242,524.35181,-279.25119,98.10958,664.83008,-535.78894,92.00706,668.96887,-145.0177,-32.77357,844.40112,-410.04755,-30.74298,496.38586,-389.38516,45.85828,573.78473,-553.52167,36.99628,787.32007,-368.80783,693.42468,698.73047,-470.63022,1374.46667,728.36719,-345.60403,1625.64966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,15.35,698.6593,-224.20111,1714.21997,618.62244,-348.57925,1720.62622,604.89966,-368.35315,1621.43848,454.8035,-190.4707,1378.80273,837.91138,-400.63431,1404.28967,360.24008,-229.95932,1187.0686,841.31396,-545.23615,1208.37073,547.29761,-105.62726,1148.06262,866.97302,-337.86948,1163.2948,580.67242,-217.98485,944.65009,753.15289,-350.18274,944.13928,534.66333,-436.77649,994.216,584.9563,-192.89026,471.15988,755.81305,-442.83234,496.14523,520.50452,-276.59171,96.71143,666.73425,-536.84155,92.02735,669.15094,-145.88225,-31.6676,844.68762,-410.21503,-30.89481,492.07214,-387.2381,45.74828,573.92633,-554.50922,36.74514,787.09027,-369.91977,696.034,699.97308,-470.20547,1374.79102,727.82678,-345.23801,1625.53235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,15.358,698.8382,-223.25862,1714.87817,618.88953,-347.81506,1721.65051,604.68866,-368.1572,1622.44458,455.08472,-190.22534,1380.24573,838.86426,-399.00064,1405.63489,359.71707,-230.13771,1188.82764,843.13898,-544.19965,1210.39258,546.86401,-106.04051,1148.46045,865.99207,-337.17157,1166.04724,576.76471,-218.57916,944.22357,752.49286,-350.48425,942.95563,535.72351,-438.25836,997.13599,579.16632,-193.42807,472.08466,758.47089,-439.93771,495.88922,517.76825,-276.1319,98.08179,667.49585,-537.40631,92.24041,668.85547,-145.78972,-31.46066,844.36938,-410.16931,-31.10694,490.92465,-386.28232,46.4137,574.24377,-554.84363,37.80114,788.8078,-372.79889,697.37659,701.38416,-469.04712,1377.078,727.44659,-344.43207,1626.4928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,15.367,698.24146,-222.60141,1716.44702,618.90302,-347.44363,1723.58643,604.31927,-367.58926,1624.4563,455.33282,-190.14409,1382.63257,838.71417,-397.19559,1408.69873,359.64063,-230.12271,1191.4425,844.16986,-543.6123,1213.34106,546.86932,-106.37814,1149.53516,866.49182,-335.80609,1169.83179,573.6225,-220.15752,947.43817,750.64099,-349.42123,943.54706,536.65417,-440.91684,1001.13098,573.81055,-192.12675,475.86847,757.77295,-438.10898,494.97385,516.61365,-275.39685,99.78494,667.80341,-537.63696,94.01502,668.86353,-145.65215,-31.38308,843.83685,-409.52231,-31.04165,492.11978,-385.23898,48.47799,575.73346,-555.02704,40.25838,791.05334,-373.78378,698.17865,702.51965,-468.6283,1379.86145,727.59015,-343.88474,1628.32434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,15.375,697.45453,-221.56487,1719.48132,618.39581,-346.89276,1726.79163,604.11493,-366.88522,1627.677,455.5715,-189.90564,1386.04968,839.86365,-395.88907,1412.84607,359.52716,-229.35484,1194.67456,845.52362,-542.71643,1217.36682,547.92529,-106.82845,1150.71021,865.28223,-334.60852,1173.50317,569.63739,-223.23331,952.66626,748.12646,-348.05408,946.43896,536.70825,-443.3613,1005.68866,568.49615,-191.78438,481.46353,757.68988,-439.13971,495.87848,514.30133,-273.25592,102.9088,671.73486,-537.93927,96.69946,667.66638,-144.89137,-31.04651,843.96405,-409.3634,-31.2711,492.36395,-383.78104,52.39584,577.34821,-554.95941,44.46893,793.02405,-374.26163,701.05353,703.21167,-468.47937,1384.65002,727.71002,-342.75064,1631.36719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,15.383,697.9248,-220.87524,1723.64978,618.34534,-346.08853,1730.12561,604.03516,-366.15826,1631.04419,456.12085,-189.34616,1389.92273,839.5238,-394.37473,1417.97437,360.42892,-228.45198,1198.4187,846.83148,-541.54669,1222.30139,548.95667,-107.2311,1151.93811,864.71368,-334.04675,1179.14734,565.54858,-225.80075,959.8349,745.75623,-347.7233,951.41736,534.51947,-446.3179,1010.68134,562.68774,-192.56493,488.67532,759.54626,-439.9884,501.50922,512.47498,-271.74405,104.85368,674.87317,-538.23718,100.6787,668.23395,-145.7216,-31.26288,844.13147,-409.39075,-31.31364,492.41397,-380.82779,57.07469,580.42627,-554.45294,50.14611,795.05951,-374.11908,706.2619,703.52386,-467.32623,1390.20032,727.42841,-342.07901,1635.33728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
