Frame#,Time,Front.Head,,,Top.Head,,,Rear.Head,,,L.Shoulder,,,R.Shoulder,,,L.Elbow,,,R.Elbow,,,L.Wrist,,,R.Wrist,,,L.ASIS,,,R.ASIS,,,Sacral,,,L.Knee,,,R.Knee,,,L.Ankle,,,R.Ankle,,,L.Toe,,,R.Toe,,,L.Heel,,,R.Heel,,,R.Thigh,,,R.Scapula,,,R.Ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.158,796.89282,-15.5523,1721.57581,651.25824,-45.62269,1721.70288,631.82031,-51.29662,1621.66895,664.60217,164.54247,1425.49072,773.60077,-229.48889,1425.45203,567.25104,262.07968,1236.95166,724.54926,-360.75803,1213.86609,641.37335,445.96802,1038.62,854.35181,-420.18698,987.64203,704.08508,93.87741,962.57672,776.29425,-107.6115,955.65918,551.88263,-68.43455,1000.15082,652.79468,100.82734,472.23166,810.06732,-134.8289,492.33435,559.40784,44.19222,89.16758,813.62354,-175.83102,74.04321,768.7522,109.42641,3.19294,977.41693,4.84413,-2.43722,489.15286,-32.70498,16.12865,739.33154,-195.61897,7.31049,832.43567,-111.28056,705.34674,636.44263,-191.89957,1373.69507,734.51965,-123.06727,1632.11096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.167,794.90338,-11.62796,1722.1781,648.95831,-42.23922,1721.89746,629.41125,-48.38906,1622.31897,662.86914,166.82397,1425.04431,771.36597,-227.86397,1426.25403,565.76984,263.68314,1236.18091,722.60565,-358.39337,1214.47864,639.17206,445.65378,1035.92578,853.1203,-414.65689,988.02307,701.94757,93.87241,962.44574,772.83044,-108.05225,955.88794,548.90631,-67.4073,1000.81268,649.51849,100.87417,472.7485,808.18823,-135.77966,493.64926,559.23016,44.09766,89.04803,813.6911,-175.69011,75.06133,768.64331,109.41862,3.30944,977.38019,4.89567,-2.17219,489.25568,-32.79348,15.81465,739.36328,-195.17876,8.28093,828.92767,-112.37565,706.55109,634.10333,-190.11664,1375.1084,733.68079,-120.08351,1633.26404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.175,792.83386,-7.52652,1722.28259,647.10138,-37.94845,1722.14905,627.58398,-45.20046,1622.56421,661.50073,168.88846,1424.54199,769.81061,-226.12296,1427.26404,564.02148,265.16733,1235.09143,720.14264,-356.41916,1215.62805,637.70435,445.84875,1033.42883,851.32422,-409.39896,988.95953,700.23492,93.57539,962.50836,769.42877,-108.44829,956.35724,546.43951,-66.28088,1001.72577,646.81628,100.5962,473.02911,805.85675,-136.27559,495.01154,558.70459,44.00306,88.83559,813.96539,-175.75488,76.13777,768.50189,109.56266,3.52268,977.28699,4.93182,-1.96876,489.19644,-32.81372,15.71081,739.65094,-195.46185,9.60894,824.6767,-113.78677,707.12659,631.92438,-187.79701,1376.62659,731.70166,-116.89118,1634.47693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.183,791.22253,-3.0731,1722.63086,645.36761,-34.02259,1722.32153,626.19513,-41.54096,1623.62402,660.4422,170.93825,1423.62866,767.2843,-224.13135,1428.39746,562.99298,266.36401,1234.40991,717.2616,-354.40512,1216.33728,635.75543,445.55704,1031.0011,850.04932,-404.72049,990.20856,697.97504,93.38231,962.57391,766.8006,-109.34908,957.37073,541.79132,-63.91536,1003.64941,643.39844,100.52068,473.29031,804.10553,-137.30185,495.94089,557.83276,43.89888,88.58261,814.24237,-176.02551,77.2201,768.59784,109.48843,3.65918,977.38,4.9794,-1.72651,488.21808,-33.31034,16.10751,739.82019,-195.20642,10.6543,822.81396,-115.6168,708.85266,629.26428,-185.59346,1378.18359,730.05927,-113.59601,1635.56995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.192,790.17633,-0.05911,1722.73865,643.43652,-30.38715,1723.86462,624.34454,-38.71024,1624.25427,658.91016,173.26089,1423.27698,765.44318,-222.24054,1429.59924,561.40729,267.70908,1233.41699,715.00049,-352.13437,1217.4563,633.74524,445.81198,1028.26123,847.95245,-398.80664,991.22827,696.14587,93.67374,962.58948,763.83972,-109.18128,957.52692,540.43896,-63.38258,1004.51935,640.47552,100.04449,473.65494,801.71259,-138.33076,496.76025,557.48914,43.67495,88.27357,814.3042,-176.16876,78.50072,768.64178,109.3057,3.6323,977.48407,5.05819,-1.54425,488.19125,-33.39897,16.01585,739.87878,-195.06555,12.18791,818.91394,-117.58196,709.57593,627.51648,-183.83243,1379.78735,728.17822,-110.28276,1636.68457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.2,788.33087,4.117,1723.17896,641.64606,-26.15425,1725.02319,622.36462,-36.06631,1624.65259,657.77844,175.43985,1422.99426,763.53143,-220.46782,1430.92102,559.89703,269.06009,1232.46643,711.99713,-350.20801,1218.33923,631.77655,445.5517,1025.68616,846.18738,-393.97928,993.09552,694.53088,93.76355,962.82861,760.59711,-109.29712,958.53235,537.50195,-62.34005,1005.77643,636.52704,99.70052,473.96628,799.64966,-139.31357,498.36478,557.0412,43.69047,88.5164,814.58179,-176.20631,79.93362,768.57813,109.44368,3.74327,977.8996,4.84699,-1.29198,488.41891,-33.69156,15.4127,740.16022,-194.77725,13.47746,816.30713,-119.01535,710.34644,625.34491,-181.95168,1381.55859,725.92035,-107.02125,1638.26111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.208,786.80072,7.82655,1723.59351,640.18542,-22.6525,1725.10559,620.75543,-32.99688,1625.50781,656.38641,177.09785,1422.51819,761.26782,-218.93546,1431.94812,558.93079,270.19913,1231.6073,709.43433,-348.27951,1219.64124,629.84009,445.28741,1023.2088,844.41913,-389.29269,995.02948,692.45819,93.68732,962.87781,757.42847,-109.68822,958.92529,536.94135,-62.57623,1006.44727,633.26801,99.6425,474.55695,797.16357,-140.61458,499.56714,556.38403,43.45517,88.33732,814.63049,-176.21916,80.56866,768.68994,109.40696,3.86405,978.80054,4.40402,-1.03514,488.3779,-33.66309,15.28911,740.69403,-194.31378,14.48024,812.31848,-120.47337,711.24634,623.15576,-179.7883,1383.21887,724.84314,-104.13614,1639.47571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.217,784.82458,11.78741,1723.94202,638.8183,-18.8217,1725.92383,618.20935,-30.51953,1626.50037,655.55402,178.89676,1421.81665,759.93201,-216.81483,1433.2821,557.95911,271.00443,1230.59338,705.95331,-346.63358,1220.91309,627.87811,444.71268,1020.42279,842.47656,-385.40237,996.43927,690.6394,93.44453,963.27856,754.9101,-109.8727,959.79388,532.46313,-61.2135,1008.18127,630.19073,99.0567,475.21756,794.43933,-141.25012,500.97687,555.74084,43.37576,88.27919,814.47864,-176.61148,81.88777,768.63635,109.43738,3.93788,979.67371,3.63985,-1.22567,488.43298,-33.77516,15.18028,740.05835,-193.51315,15.7697,810.33533,-123.16023,712.82556,621.39893,-178.17094,1384.74768,722.44153,-101.05943,1640.3363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.225,782.62787,15.26916,1724.28076,636.92627,-15.40441,1726.54468,617.27551,-27.12775,1627.18933,654.64417,180.95802,1421.33533,758.00836,-215.76288,1434.53748,556.54138,272.22229,1229.77405,702.80414,-344.88596,1222.26038,625.44214,444.40274,1017.30737,840.78699,-380.9389,998.68127,688.31018,93.68841,963.49591,752.43439,-109.97652,960.61774,532.20789,-61.40317,1008.20612,626.69495,97.94353,475.53845,791.99164,-142.24275,501.92477,555.98389,43.17517,88.0472,814.63995,-176.32315,82.88356,768.72089,109.46756,4.05419,981.78699,2.37242,-0.58047,488.29681,-33.65504,14.99193,739.69824,-191.97128,16.84612,807.33044,-124.88805,714.30139,619.02771,-176.10629,1386.33289,721.21881,-98.22369,1641.69446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.233,781.65552,18.21328,1724.52209,635.32227,-12.23657,1726.72473,614.80652,-24.55326,1627.97864,653.00568,183.1893,1420.6991,755.81262,-213.98019,1435.76257,555.54272,273.08124,1228.69458,701.04218,-343.05829,1223.54175,622.98633,444.10568,1014.62219,837.8172,-376.82462,1000.33179,686.71863,94.2622,963.84064,750.27472,-109.70897,961.49261,530.28955,-60.511,1009.50848,623.97021,97.01887,475.72009,789.9762,-143.68126,502.9288,555.50385,43.26253,88.19914,814.17902,-175.98979,83.48828,768.56146,109.42969,3.99608,984.08313,0.47347,0.50346,488.15787,-33.83514,14.9374,738.76837,-190.37209,17.58001,805.09094,-125.93224,714.92914,616.97913,-174.2493,1387.86548,719.06836,-95.33414,1642.73865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.242,779.43335,21.79323,1725.19861,633.62939,-8.47598,1727.10938,,,,652.33765,184.51054,1420.24792,753.6145,-212.45314,1436.9906,554.34241,274.07172,1227.8512,697.1731,-342.16217,1225.5116,620.68909,443.64343,1011.95813,836.26019,-373.7699,1002.31909,685.18127,94.34451,964.19611,747.32715,-109.83934,962.52771,527.25128,-59.06052,1010.98004,620.57831,96.84151,476.47455,787.43182,-146.07811,504.09973,555.10944,43.12476,88.34008,813.49756,-175.82158,84.40102,768.51691,109.40962,4.60413,985.62793,-1.98886,2.3557,488.19449,-33.99207,14.71538,737.10748,-188.06613,18.74342,802.15863,-129.02243,715.81818,615.07642,-172.83675,1389.57654,717.96375,-92.6554,1644.01843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.25,777.82367,24.6888,1725.52979,631.76447,-4.96221,1727.45374,610.80975,-19.53088,1628.87683,651.04816,186.43225,1419.90747,751.79333,-210.85301,1437.94983,552.99805,274.91919,1226.94434,694.76526,-340.95663,1227.22729,619.09875,442.59872,1008.92499,834.76642,-370.98019,1004.82947,683.1521,94.63233,964.38788,745.44299,-109.54501,963.1001,,,,617.80151,96.38956,476.83429,785.60773,-146.98996,504.6879,554.8111,42.90038,88.15057,812.0564,-175.81865,85.22592,768.47943,109.40296,4.36455,988.56262,-5.62337,4.12959,488.03592,-33.93893,14.78348,735.85931,-185.77863,18.93001,800.64832,-129.56938,716.69159,612.98059,-170.84663,1390.88477,715.94189,-89.59201,1644.57129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.258,775.72125,27.75242,1724.73376,630.24139,-2.45849,1727.55688,610.59418,-15.98535,1628.91919,650.12433,188.2276,1419.24744,749.65265,-209.19531,1439.57178,551.51123,275.7709,1225.90637,692.3158,-340.00854,1228.86877,617.04138,441.95209,1006.24481,832.29675,-367.31137,1006.81757,682.12341,94.63954,964.88684,742.98236,-109.34453,963.98737,,,,614.87585,95.99311,477.13989,783.10223,-148.14096,505.38925,554.28381,42.83969,87.96213,810.51587,-175.75511,85.40392,768.52081,109.38951,4.42431,990.45935,-9.17765,6.29869,488.00461,-34.10938,14.63671,733.55029,-182.78763,19.68237,797.98218,-130.78699,717.55518,610.96033,-169.28444,1392.18811,714.46503,-86.87241,1645.20337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.267,774.3111,31.10063,1725.93103,628.02136,0.51352,1727.79431,608.25116,-14.43057,1629.29846,648.8147,189.55994,1418.47327,747.6933,-207.63753,1440.88452,550.75537,276.41745,1224.62329,690.14893,-338.14569,1230.03296,615.32947,441.42642,1003.42865,830.20898,-364.93411,1008.56696,680.20032,94.89001,965.06763,741.48676,-109.1351,964.85278,,,,611.50452,95.71701,477.67603,780.77905,-149.1431,506.06122,554.28381,42.83969,87.96213,808.60767,-175.79956,85.91341,768.57452,109.45885,4.52246,992.68927,-13.68791,8.18622,487.95346,-34.01836,14.48786,730.96997,-180.13597,19.55489,796.48853,-131.15607,718.73718,608.57672,-167.56688,1393.26392,712.82562,-84.47068,1645.8905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0.275,772.89771,33.49995,1726.05981,626.578,3.22045,1727.86719,607.32672,-11.6202,1628.81653,647.83612,191.38338,1417.78931,745.39801,-206.23154,1441.96997,549.11688,277.0871,1223.74341,688.43188,-337.24234,1231.72998,613.51544,440.37717,1000.91064,827.86127,-361.89322,1010.21313,678.89691,94.84296,965.18182,738.92438,-109.22424,965.17712,,,,608.61005,94.9193,477.88361,778.79529,-150.86977,506.96643,554.02698,42.76375,87.79305,805.04962,-175.37968,85.61208,768.22528,109.34305,4.65615,994.79663,-18.016,10.761,488.20026,-34.58105,14.62035,728.39783,-177.13977,19.85444,794.08246,-132.39488,719.24536,607.23828,-166.17445,1394.17871,711.0285,-82.16811,1646.47705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0.283,770.93347,36.34758,1726.2207,624.90143,6.32785,1727.59363,605.81854,-9.18807,1629.22119,647.22589,192.76831,1417.2981,743.57184,-204.62892,1442.86121,548.22968,277.56418,1222.45447,684.75909,-337.30154,1233.89929,611.87036,439.4368,998.31744,826.44244,-360.26886,1012.68597,676.8562,95.15943,965.26483,737.5777,-109.29501,966.64813,,,,606.46698,94.34324,477.80704,776.05328,-152.46967,507.48984,553.95673,42.74507,87.56827,803.08557,-175.66437,86.3448,768.49792,109.57636,4.93637,997.5672,-23.55421,12.93824,488.08969,-34.31213,14.30527,725.47601,-174.8152,20.23212,792.21924,-132.91888,719.63007,605.20532,-164.20399,1395.37805,709.81616,-79.6038,1646.88379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.292,769.09058,39.0599,1726.74841,622.57666,8.35993,1727.61829,605.48169,-6.50968,1628.6311,646.42041,194.48665,1416.33484,741.75458,-203.19473,1444.11633,546.94458,278.18869,1221.30396,682.08228,-336.39703,1235.32629,609.77612,438.75702,995.79291,823.81458,-358.60452,1014.79102,675.45459,95.06949,965.39917,735.4472,-109.18537,966.59644,,,,603.84985,93.62246,478.29245,773.59058,-154.83612,507.94894,553.67267,42.6679,87.3983,800.12323,-175.79422,86.4599,768.21698,109.63206,5.27715,997.97455,-27.77381,15.24316,489.11658,-34.0131,13.36614,722.53033,-172.07246,19.95861,789.38745,-133.1861,719.96979,603.49536,-162.67337,1396.34741,708.42389,-77.40923,1647.13892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.3,767.61566,41.30983,1726.64563,621.09924,11.34617,1727.63,602.45953,-4.96544,1628.27747,644.8313,196.20276,1415.7041,740.34894,-202.0472,1445.29517,546.35394,278.84415,1220.00024,680.2868,-336.01102,1236.98376,607.90442,437.90372,993.65735,821.71552,-356.69437,1016.37659,674.04291,95.46181,965.49365,733.43036,-109.33504,967.2998,,,,601.38788,93.25405,478.17477,771.7948,-156.24995,508.69565,553.37158,42.6628,87.35213,796.35474,-175.85527,86.9814,768.15387,109.65515,5.35269,999.00836,-32.79821,16.54042,488.79199,-34.06599,13.12781,720.08191,-170.18443,19.96124,788.30811,-135.51103,720.60022,601.74835,-161.18098,1397.15076,706.66858,-74.8132,1647.45203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.308,765.88531,43.77888,1726.50244,619.02899,13.45051,1727.40613,601.09064,-2.45739,1628.30823,643.51117,197.79448,1414.76733,738.10492,-200.59731,1446.06714,545.0351,279.43954,1218.76929,680.60522,-334.57883,1237.85999,606.46997,437.01956,990.98242,819.63483,-355.8559,1018.2829,672.84796,95.22852,965.02759,731.99176,-109.50305,967.73669,,,,599.2868,92.47726,478.46881,767.9599,-158.03999,508.67197,553.12469,42.42454,87.32838,793.57715,-176.36404,87.13856,767.9455,109.5341,5.72428,999.66376,-38.10871,17.56847,488.83014,-34.30787,12.66481,717.51978,-168.77496,20.21127,787.37964,-135.13872,720.97748,600.03485,-159.56686,1397.953,704.71741,-72.6608,1647.67505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.317,764.33691,46.43964,1726.33044,617.67297,16.11675,1726.92078,599.64789,0.01314,1628.14929,642.70422,199.189,1413.96216,737.51825,-199.00038,1446.64343,543.74005,280.00098,1217.69653,677.96289,-334.32874,1239.24829,604.93597,435.96115,988.91815,817.61102,-354.74106,1020.35394,671.39423,95.1666,964.9931,731.02612,-109.68523,968.42633,510.36267,-54.95316,1015.98285,597.62793,91.8895,478.46146,765.41547,-159.47136,508.35257,552.79858,42.3299,87.11431,791.92413,-177.14606,87.49094,767.92609,109.62347,5.58434,999.6424,-42.93161,18.19179,488.63348,-34.10763,12.63729,714.54199,-167.65392,20.65624,785.58191,-136.54761,721.98145,598.66461,-158.2491,1398.69409,703.40076,-70.32325,1647.77625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0.325,762.95599,48.22295,1726.2439,616.68231,18.35157,1726.67151,599.04761,1.46082,1627.70178,642.19019,200.52534,1413.05029,735.60913,-197.75194,1447.37085,542.47986,280.25211,1216.57434,675.74445,-333.62778,1240.68201,603.67084,434.94077,986.75348,815.78784,-353.42712,1022.46063,670.12732,95.28006,964.90045,728.90472,-109.68158,968.48083,509.8985,-55.49036,1015.43262,596.39276,91.56593,478.25546,763.18542,-161.08372,508.98352,552.60504,42.06063,87.24073,789.47583,-177.86913,87.92183,768.04901,109.35298,5.83118,999.57776,-48.38479,17.97874,489.02658,-34.59947,12.48142,711.83075,-166.69569,21.3365,783.71808,-137.18166,722.02161,596.83875,-156.58493,1399.42371,701.97461,-68.49337,1647.8429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.333,760.6145,51.06982,1726.31555,615.51068,20.36072,1726.3396,597.64026,3.86362,1627.43726,640.79401,201.97093,1411.89966,733.95215,-196.31178,1448.29749,541.59412,281.06339,1215.1842,673.94098,-333.37503,1242.33118,602.10059,433.7981,984.49994,814.37616,-353.28937,1023.82648,668.8847,95.0186,964.59998,728.0863,-110.19793,968.95209,509.19583,-55.73675,1015.49823,594.41455,90.88477,478.18069,760.1286,-162.60094,509.06097,552.44165,41.66008,87.15736,786.32446,-178.71515,88.0118,768.02533,109.47932,5.89725,998.87439,-53.45018,17.47005,488.19867,-34.76524,12.57182,708.94366,-166.54893,21.51719,782.66431,-137.71227,722.32489,595.422,-155.49261,1399.95532,700.69861,-66.4197,1647.70789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0.342,759.72729,52.95723,1725.75647,613.56281,22.71476,1726.17322,595.75378,5.53411,1627.30676,639.31964,203.48753,1411.27991,732.90729,-194.80322,1448.73071,540.13379,281.13333,1213.91663,671.35571,-333.06653,1243.51184,600.32562,433.12421,982.38184,811.94055,-353.37311,1024.9856,667.85327,94.97226,964.55823,726.20642,-110.31841,969.28632,505.04807,-54.24212,1016.97614,593.8244,90.44954,478.04178,757.97382,-164.08012,509.38132,552.13812,41.2667,87.13485,783.349,-180.09862,88.43943,768.04095,109.36439,5.99871,997.67609,-58.36915,17.05835,488.71475,-35.14776,12.3959,706.37433,-167.00854,22.06119,780.82556,-138.28635,722.67877,594.24164,-154.34439,1400.55957,699.53546,-64.3556,1647.59351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,0.35,758.36841,54.71881,1725.47876,612.4068,24.7668,1725.98877,594.82623,7.74437,1626.7146,638.24609,204.58,1410.54041,731.3786,-193.32799,1449.27087,539.23816,281.52512,1212.63733,668.23944,-332.73566,1244.83167,598.65997,432.26151,980.31598,810.2923,-353.72324,1026.97241,666.34674,94.98694,964.27112,725.30762,-110.28959,969.78522,503.3573,-53.94673,1017.12775,592.20898,89.64612,477.95563,755.16956,-165.18869,509.51114,551.52081,41.24961,87.27847,780.64001,-181.39668,88.37244,768.0686,109.36829,6.15827,996.00482,-63.2952,16.05106,488.9877,-35.66906,12.01413,702.79871,-166.98413,22.46983,778.86548,-139.00848,722.48785,592.78442,-153.09833,1401.05383,698.09601,-62.77829,1647.76331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0.358,757.03424,56.58373,1725.14856,610.51886,26.51787,1725.60828,593.38849,9.76675,1626.77795,637.16473,205.75493,1409.58777,729.94019,-192.03885,1449.92896,537.56458,282.00415,1211.39172,666.922,-332.42865,1246.07751,596.8382,431.68457,978.37036,808.63116,-354.33957,1027.88562,665.38959,94.93219,964.20203,723.84729,-110.52817,969.53723,503.81631,-55.1599,1015.35223,591.63611,89.70242,478.13913,753.09039,-166.69145,509.65106,551.72064,41.05738,87.01098,777.94934,-183.20898,88.33659,767.80774,109.35922,6.20853,994.26379,-68.72729,15.69004,488.3898,-36.38947,12.22159,700.07343,-167.83685,22.9083,778.03967,-140.51411,722.73816,591.24365,-151.85374,1401.30139,696.64069,-61.09441,1647.60742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0.367,755.37555,58.25696,1724.96509,609.10394,28.11866,1725.61963,590.77588,10.46507,1627.24634,635.4151,206.959,1408.40552,728.95447,-191.31018,1450.63013,535.30597,282.43655,1210.50537,665.38757,-331.9538,1246.99841,595.0274,431.2504,976.50372,806.78149,-355.70978,1029.26904,664.12933,94.80423,963.96204,722.68707,-110.64446,969.49005,503.48782,-55.15194,1015.18231,590.58075,89.85778,478.13742,750.98047,-168.27463,510.2934,551.66034,40.94746,86.87296,773.41724,-184.56763,88.33344,767.51544,109.40759,6.19111,992.7204,-73.80025,14.46486,487.97464,-36.29466,12.29622,695.86774,-169.17722,23.33188,776.77679,-141.18636,722.54156,589.82056,-150.90871,1401.77332,695.62488,-59.34998,1647.71167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0.375,754.91797,60.20049,1724.66064,608.47821,30.05327,1725.35864,590.18768,12.92707,1626.78979,634.32916,207.7869,1407.48767,727.59467,-190.29134,1451.22192,534.20062,282.79391,1209.08191,663.8418,-331.13855,1247.99487,593.54944,430.62369,974.03345,805.26123,-356.99832,1029.75781,662.84363,94.50742,963.82666,721.49561,-110.7101,969.58081,502.73154,-55.31809,1015.01007,590.3009,89.81142,477.80145,749.42938,-168.49031,509.94049,551.86511,40.80797,86.48802,769.16016,-186.97438,88.52901,767.57941,109.26369,6.48963,989.9035,-78.4388,13.70925,487.94012,-36.24321,12.19481,693.43774,-171.3139,23.30948,775.27783,-142.57558,723.00873,588.81104,-150.17195,1401.90784,693.80994,-57.50461,1647.24109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,0.383,753.62286,61.94627,1724.68884,607.67554,31.93548,1725.37378,588.98914,14.18476,1626.88342,632.67462,208.82394,1406.76733,725.82898,-188.9214,1451.67029,533.19928,282.74734,1208.12158,663.33466,-330.06628,1249.08032,591.21411,430.23428,972.85815,802.9068,-358.14285,1030.72522,662.13367,94.42771,963.68549,720.30701,-111.02984,969.39606,502.21695,-55.51882,1015.10773,589.86285,89.56774,477.79562,748.00519,-168.87999,510.57062,551.59387,40.81969,86.663,765.96069,-189.04994,88.52116,767.57941,109.26369,6.48963,987.19214,-83.34551,12.62829,488.42352,-36.39349,11.8683,688.9754,-172.82056,23.8322,773.68262,-142.99261,722.86414,587.78473,-149.35464,1402.1228,692.76605,-55.91852,1647.49768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,0.392,752.49017,63.25591,1724.14026,606.33862,33.47264,1725.3092,587.73376,15.57215,1626.59082,630.98444,209.62236,1405.85608,724.37036,-187.85645,1452.30859,531.38068,283.7301,1207.06274,661.47284,-330.27518,1250.04663,590.19403,428.98145,970.474,800.95221,-359.7597,1031.26404,661.53369,94.50136,963.58923,718.69293,-111.06024,969.09601,501.16559,-55.88746,1015.20667,589.56287,89.51462,477.65161,746.61969,-170.83202,510.01883,551.49078,40.71828,86.38943,762.38098,-191.63246,88.19188,767.57941,109.26369,6.48963,983.85132,-87.75925,11.89663,488.79675,-35.79331,11.56599,685.64026,-175.23642,23.59595,772.16364,-143.72737,722.94501,586.4397,-148.37181,1402.38586,691.57922,-54.14087,1647.33716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
